10:06:38.551371,49.96
10:06:42.793768,49.95
10:06:42.951116,49.96
10:06:43.253709,49.95
10:06:43.380043,49.96
10:06:55.840874,49.95
10:06:55.977564,49.96
10:06:56.286407,49.95
10:06:57.041012,49.96
10:06:57.354218,49.95
10:06:57.799934,49.96
10:06:58.096043,49.95
10:06:58.240042,49.96
10:06:59.440024,49.95
10:06:59.588873,49.96
10:07:00.187438,49.95
10:07:00.343086,49.96
10:07:00.492585,49.95
10:07:00.640272,49.96
10:07:00.792771,49.95
10:07:00.954566,49.96
10:07:01.098588,49.95
10:07:05.151686,49.96
10:07:05.284627,49.95
10:07:05.443523,49.96
10:07:05.745337,49.95
10:07:11.444273,49.94
10:07:11.593445,49.95
10:07:11.737468,49.94
10:07:12.041347,49.95
10:07:14.743131,49.94
10:07:14.902511,49.95
10:07:15.330810,49.94
10:07:15.946717,49.95
10:07:18.177366,49.96
10:07:19.237512,49.95
10:07:19.552956,49.96
10:07:19.693794,49.95
10:07:19.839619,49.96
10:07:24.349195,49.95
10:07:24.638191,49.96
10:07:24.800347,49.95
10:07:24.946320,49.96
10:07:25.090069,49.95
10:07:25.375901,49.96
10:07:25.849679,49.95
10:07:25.991673,49.96
10:07:26.155973,49.95
10:07:26.292649,49.96
10:07:28.840662,49.95
10:07:28.988214,49.96
10:07:29.150079,49.95
10:07:30.793155,49.96
10:07:32.305030,49.95
10:07:32.598625,49.96
10:07:33.484390,49.95
10:07:33.649783,49.96
10:07:33.793332,49.95
10:07:33.939725,49.96
10:07:34.403342,49.95
10:07:34.542806,49.96
10:07:48.802699,49.97
10:07:50.601946,49.96
10:07:50.745545,49.97
10:07:59.599436,49.98
10:08:03.805326,49.97
10:08:03.948260,49.98
10:08:04.108725,49.97
10:08:05.743418,49.98
10:08:05.904509,49.97
10:08:06.047010,49.98
10:08:06.347676,49.97
10:08:06.936515,49.98
10:08:07.096647,49.97
10:08:09.947555,49.98
10:08:21.330624,49.97
10:08:21.479130,49.98
10:08:21.627977,49.97
10:08:26.281118,49.98
10:08:26.429666,49.97
10:08:35.000449,49.98
10:08:35.600552,49.97
10:08:35.748144,49.98
10:08:36.350728,49.97
10:08:40.091910,49.98
10:08:40.856000,49.97
10:08:40.992101,49.98
10:08:41.452769,49.97
10:08:41.605514,49.98
10:08:53.899967,49.99
10:08:54.341072,49.98
10:08:55.089999,49.99
10:08:55.251785,49.98
10:08:57.790816,49.99
10:09:01.680253,50.00
10:09:03.949445,50.01
10:09:04.092186,50.00
10:09:04.699558,50.01
